"date_published","title","guid","provider"
"2019-05-05 04:53:35.849813+00","Achieving Reliable Outcomes by Adopting Proper Quality Samples","xryge","Open Science Framework"
"2019-05-05 04:59:29.268011+00","Can Technological Development affect positively Employment Policy?","5gfmu","Open Science Framework"
"2019-05-05 03:23:49.987641+00","STRATEGI DAN PENDEKATAN PELAKSANAAN BIMBINGAN KONSELING  DI  SEKOLAH UNTUK MENGHADAPI REVOLUSI INDUSTRI 4.0","c5bpv","INA-Rxiv"
"2019-05-04 21:31:56.443196+00","Designing STEM Education's Lesson Plan for Guide Students to Achieve Scientific Literacy","2n9zj","INA-Rxiv"
"2019-05-04 21:28:00.606701+00","Vasijas que cuentan historias. La cerámica de El Sunchal, Anfama","tx2uj","SocArXiv"
"2019-05-04 21:26:46.766564+00","Developing STEM Education's Lesson Plan for Guide Students to Achieve Scientific Literacy","stb8x","Open Science Framework"
"2019-05-04 06:35:48.117446+00","PERMASALAHAN DALAM PELAKSANAAN SUPERVISI PENDIDIKAN TERKAIT SUMBER DAYA GURU DI SEKOLAH","86trj","INA-Rxiv"
"2019-05-04 05:27:36.173773+00","Peranan Supervisi Pendidikan Untuk Meningkatkan Mutu Pendidikan Pendidikan Nasional","6t5nu","INA-Rxiv"
"2019-05-04 04:23:44.44095+00","MENINGKATKAN KUALITAS PENDIDIKAN  DAN HASIL BELAJAR SISWA DENGAN SUPERVISI PENDIDIKAN","4d8em","INA-Rxiv"
"2019-05-05 05:07:30.055174+00","Critical Review of Construction Accident Causation Theories and Models: The Need for Improved Models","9gwsy","Open Science Framework"
"2019-05-04 13:22:27.698512+00","Meta-Analysis of Present-Bias Estimation using Convex Time Budgets","mjvt5","MetaArXiv"
"2019-05-06 04:55:12.215056+00","Aborsi","cmxgy","INA-Rxiv"
"2019-05-06 04:02:31.610615+00","EVALUASI TANAMAN TEPI JALAN DI KAMPUS IPB DARMAGA, BOGOR","29azn","Thesis Commons"
"2019-05-06 04:46:24.623636+00","SPATIAL SIMULATION BASED ON GEOGRAPHIC INFORMATION SYSTEM (GIS) AND CELLULAR AUTOMATA (CA) FOR LAND USE CHANGE MODELING IN SINGARAJA CITY AND ITS SURROUNDING AREA","jdpuf","INA-Rxiv"
"2019-05-06 03:21:28.956312+00","To Move Home or Move On? Investigating the Impact of Recovery Aid on Migration Status as a Potential Tool for Disaster Risk Reduction in the Aftermath of Volcanic Eruptions in Merapi, Indonesia","qcm58","SocArXiv"
"2019-05-06 03:18:48.526112+00","Internet, Social Media and Conflict Studies: Can Greater Interdisciplinarity Solve the  Analytical Deadlocks in Cybersecurity Research?","nj8gx","SocArXiv"
"2019-05-06 00:18:33.627484+00","KURANGNYA KOMPETENSI MENGAJAR GURU DAN SUPERVISI PENDIDIKAN SEHINGGA BERDAMPAK BURUK BAGI PRESTASI BELAJAR SISWA","ft2pr","INA-Rxiv"
"2019-05-06 01:32:24.182385+00","MENINGKATKAN MUTU DAN PROFESIONALISME GURU","myx2h","INA-Rxiv"
"2019-05-06 00:00:19.713496+00","PERSPEKTIF PEREMPUAN DALAM KAJIAN IKLAN TELEVISI","xpdft","INA-Rxiv"
"2019-05-05 23:08:06.59625+00","MENINGKATKAN KUALITAS PENDIDIKAN NASIONAL MELALUI SUPERVISI PENDIDIKAN DALAM MENCAPAI TUJUAN PENDIDIKAN NASIONAL","ae2pk","INA-Rxiv"
"2019-05-05 23:57:19.375692+00","PERAN PUBLIC RELATIONS DALAM MEMBANGUN CORPORATE IMAGE","h49pg","INA-Rxiv"
"2019-05-05 23:54:55.709476+00","STRUKTUR DAN FUNGSI NARASI PEMBERITAAN PENYERBUAN KELOMPOK TERORISME PADA MEDIA MASSA CETAK","e9p2y","INA-Rxiv"
"2019-05-06 03:23:21.71346+00","The Internet: Challenges and Opportunities Faced by Modelers of Social Influence","8fwn7","SocArXiv"
"2019-05-05 15:59:33.774981+00","A systematist’s guide to estimating Bayesian phylogenies from morphological data","jupva","PaleorXiv"
"2019-05-05 15:09:48.818672+00","Aplikasi mHealth “SIGA”  Untuk Pelayanan Kesehatan Masyarakat Umum Berbasis Android","epm58","INA-Rxiv"
"2019-05-05 11:35:36.855164+00","Meningkatkan Profesionalisme Pendidik Melalui Supervisi Pendidikan","ty24h","INA-Rxiv"
"2019-05-06 06:32:33.6253+00","Cergam Karakter Semangat Kebangsaan dan Toleransi untuk Anak Usia Dini","rs9kn","Open Science Framework"
"2019-05-06 07:16:29.719635+00","Meningkatkan Mutu Pendidikan di Indonesia Melalui  MESUPPEN “Maksimalkan Pendekatan Supervisi  Pendidikan”","tmyz7","INA-Rxiv"
"2019-05-06 07:28:37.870806+00","Cerita Bergambar Karakter Tanggung Jawab dan cinta tanah air","sjhxw","Open Science Framework"
"2019-05-06 07:46:49.758797+00","Prinsip-prinsip Pertumbuhan Gereja Berdasarkan Kitab Kisah Para Rasul","yrjud","Open Science Framework"
"2019-05-06 07:48:39.691985+00","PENANAMAN NILAI-NILAI PENDIDIKAN KARAKTER DALAM PEMBELAJARAN DI SEKOLAH MELALUI PERAN PENDIDIK BERDASARKAN SUPERVISI PENDIDIKAN UNTUK TERCIPTANYA SUMBER DAYA MANUSIA YANG BERKUALITAS","95863","INA-Rxiv"
"2019-05-06 07:59:48.686032+00","Prinsip-prinsip Etika Mengajar Pendidikan Agama Kristen Berdasarkan Alkitab","2ncq3","Open Science Framework"
"2019-05-06 08:48:45.00136+00","Efektivitas Problem Based Learning dalam Meningkatkan Penalaran Peserta Didik pada Materi Lingkungan Hidup","sf2r6","INA-Rxiv"
"2019-05-06 09:14:26.780504+00","Fondasi Psikologis","46w9h","Open Science Framework"
"2019-05-06 11:05:05.990325+00","Pengaruh Gaya Kepemimpinan Kristen Pelayan Tuhan Terhadap Pencapaian Hasil Program Kerja Di GKII Jemaat Rhema Makassar","b8rpa","Open Science Framework"
"2019-05-06 12:21:02.640046+00","MENINGKATKAN MUTU PENDIDIKAN DI INDONESIA MELALUI SUPERVISI PENDIDIKAN","yz5vs","INA-Rxiv"
"2019-05-06 11:09:01.3777+00","Top-down information is more important in noisy situations: Exploring the role of pragmatic, semantic, and syntactic information in language processing","xp736","PsyArXiv"
"2019-05-06 10:53:37.135336+00","Changing Stress Mindsets with a Novel Imagery Intervention:  A Randomized Controlled Trial","z4qvh","PsyArXiv"
"2019-05-06 05:40:11.042021+00","Modeling morphological priming in German with naive discriminative learning","nj39v","PsyArXiv"
"2019-05-05 16:01:57.486218+00","Examining the efficacy of complex clusters in real words and nonwords during the treatment of speech sound disorders","27wxt","PsyArXiv"
"2019-05-06 01:22:21.439577+00","The Analysis of Tuberculosis Funds Efficiency on High Burden Countries","5u9sg","INA-Rxiv"
"2019-05-06 15:21:53.01276+00","Using social networks to understand and overcome implementation barriers in the global HIV response","apwcy","SocArXiv"
"2019-05-06 15:16:44.607153+00","Smart Transactions","nrv5c","Open Science Framework"
"2019-05-06 15:13:32.112976+00","Digital Bank","e2z5f","Open Science Framework"
"2019-05-06 15:08:34.477626+00","P-S Standard","8fk65","Open Science Framework"
"2019-05-06 15:04:05.861163+00","Neurochain","4kb5q","Open Science Framework"
"2019-05-06 15:00:00.651108+00","Proof of Participation Protocol","4ayg2","Open Science Framework"
"2019-05-06 14:53:25.379363+00","Sense Theory","fzcdr","Open Science Framework"
"2019-05-05 18:13:05.609947+00","GPS use negatively affects environmental learning through spatial transformation abilities","qbgdr","PsyArXiv"
"2019-05-06 15:24:53.932855+00","Black Lives Matter for Whites’ Racial Prejudice: Assessing the Role of Social Movements in Shaping Racial Attitudes in the United States","ap46d","SocArXiv"
"2019-05-25 20:35:22.12306+00","ISKO 2019 Barcelona Resumen final","dm9k3","LIS Scholarship Archive"
"2019-05-23 17:59:42.635593+00","international economics stefanus edwin 130417004 template Ubaya IBN","ut745","INA-Rxiv"
"2019-05-23 19:05:44.79299+00","Race and gender overlap to shape perception of children's faces","uq935","PsyArXiv"
"2019-05-23 17:43:10.477565+00","Analysis of Open Data and Computational Reproducibility in Registered Reports in Psychology","fk8vh","PsyArXiv"
"2019-05-12 16:09:00.457696+00","TRIAL OF IMCI ALGORITHM IN DISEASE DETECTION CARD IN  BEHAVIOR OF CHILDREN IN HAJRAN VILLAGE, BATIN XXIV SUBDISTRICT BATANGHARI DISTRICT JAMBI","v5bsa","INA-Rxiv"
"2019-05-23 19:50:46.73975+00","Word frequency affects binding probability not memory precision","deyjm","PsyArXiv"
"2019-05-23 20:47:35.246066+00","No Nation Left Behind? Assessing the Impact of Compulsory Schooling Laws on Immigrant Assimilation","k687f","SocArXiv"
"2019-05-23 20:53:05.361732+00","Opportunities and Challenges of State-financed Open Educational Resources: The Norwegian model – a way to more inclusion?","7325g","SocArXiv"
"2019-05-23 20:56:31.30889+00","De-Agentializing Data Practices: The Shifting Power of Metaphor in 1990s Discourses on Data Mining","z2ejm","SocArXiv"
"2019-05-23 21:01:05.629946+00","Social media, past alcohol use, and the desire to drink","f4mgt","SocArXiv"
"2019-05-23 21:19:43.887162+00","Obedience and Authority among Muslim Couples: Negotiating Gendered Religious Scripts in Indonesia","9uhjf","SocArXiv"
"2019-05-23 23:28:45.880925+00","International Economics","f6q4g","INA-Rxiv"
"2019-05-23 23:35:32.689334+00","International Economics (Final Exam) (Revisi)","ahrfn","Open Science Framework"
"2019-05-24 00:20:05.600017+00","An integral representation for the Riemann zeta function on positive integer arguments","ufwep","Open Science Framework"
"2019-05-24 01:21:55.799044+00","A Simple Proof of the Multinomial Theorem using Multivariate Calculus","2t7wn","Open Science Framework"
"2019-05-24 04:01:01.30238+00","PERAN KEPALA MADRASAH SEBAGAI SUPERVISOR DALAM PENGELOLAAN  PROFESIONALISME GURU DI MA GUPPI BANJIT KABUPATEN WAY KANAN","wpzu4","Open Science Framework"
"2019-05-23 13:05:55.597321+00","Ground water quality of selected areas of Punjab and Sind Provinces, Pakistan: Chemical and microbiological aspects","wns25","Arabixiv"
"2019-05-23 13:06:27.605175+00","Leachates and physicochemical characteristics of Rumuodumaya dumpsites, Niger-Delta, Nigeria","g9b5e","Arabixiv"
"2019-05-23 13:02:15.946769+00","تعلمية اللغة العربية وتعليمها في البحرين","2gsnh","Arabixiv"
"2019-05-06 15:22:49.290252+00","Does Opportunity Skip Generations? Reassessing Evidence from Sibling and Cousin Correlations","ueby7","SocArXiv"
"2019-05-25 14:48:55.85278+00","Telaah Kritis Nilai-nilai Kebudayaan Islam “Studi Kasus Tradisi Ramadhan &amp; Idul Fitri di Desa Pageraji Kabupaten Banyumas”","uw8nm","INA-Rxiv"
"2019-05-25 15:07:54.847154+00","رِسَالَةٌ الْفِطْرِيَّة","5jquv","Arabixiv"
"2019-05-25 15:44:01.394594+00","AGAMA DAN NEGARA : RELEVANSI AGAMA ISLAM DENGAN NEGARA","4kg6x","INA-Rxiv"
"2019-05-25 15:55:30.834753+00","ADMINISTRASI SARANA DAN PRASARANA PENDIDIKAN","yd38k","INA-Rxiv"
"2019-05-25 16:55:24.577742+00","Marsel Abur","bw35q","INA-Rxiv"
"2019-05-25 16:00:12.399073+00","KELOMPOK 2","ndpxv","Open Science Framework"
"2019-05-25 15:53:45.474946+00","KELOMPOK 3","5wkrx","Open Science Framework"
"2019-05-25 19:45:11.434492+00","Evolution through Cognitive Processes:  Implicative assertions for Knowledge Development and Social Changes","5pmun","SocArXiv"
"2019-05-25 21:33:49.321618+00","Desarrollo de Sistema Portable para al Medición del Gasto Energético","xmvew","Thesis Commons"
"2019-05-25 21:15:10.590872+00","A PROSPECTIVE AND OBSERVATIONAL SINGLE INSTITUTION EXPERIENCE IN LAPAROSCOPIC CHOLECYSTECTOMY","7x3uh","Open Science Framework"
"2019-05-23 20:22:03.17249+00","Darda_individual_differences_cognitive_control","8b4cz","PsyArXiv"
"2019-05-25 21:52:40.051491+00","Please Empathize! Instructions to empathize strengthen response facilitation after pain observation","8kbaq","PsyArXiv"
"2019-05-23 12:24:03.238833+00","Relationships between dispositional and experimentally elicited emotional reactivity, intensity, and perseveration","nfm63","PsyArXiv"
"2019-05-21 13:09:07.521222+00","Pendampingan  Upaya Perbaikan Gizi pada Balita (Studi Kasus di Posyandu Sedap Malam, Dusun Sumbertimo, Desa Arjosari, Kalipare, Malang)","pc5e4","INA-Rxiv"
"2019-05-24 00:30:43.222854+00","Two new explicit formulas for the Bernoulli Numbers","rvhc9","Open Science Framework"
"2019-05-24 19:49:12.040318+00","“Just one more rep!” – Ability to predict proximity to momentary failure in resistance trained persons: A deception study of predictive ability during the gestalt experience of resistance training.","af6dv","SportRxiv"
"2019-05-06 15:27:11.384466+00","The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes","uvm2a","SocArXiv"
"2019-05-06 15:26:30.915365+00","Becoming White: How Military Service Turned Immigrants into Americans","agjsm","SocArXiv"
"2019-05-06 15:26:11.920385+00","Blockchain Remedy or Poison","t7qwj","Open Science Framework"
"2019-05-13 13:53:47.87005+00","Second-generation composites from recycled wind turbine blades","8rx9q","engrXiv"
"2019-05-21 16:11:23.096175+00","A brief analysis of the research scheme of the cyclotron radiation from a single electron","uqnh5","Open Science Framework"
"2019-05-21 16:10:50.81325+00","Betrayed? That’s me: Implicit and explicit betrayed self-concept in young adults abused as children","p5392","PsyArXiv"
"2019-05-17 17:16:32.086765+00","Constraining the Mechanism and Fluid Source of Hydrothermal Dolomitization in the Western Canada Sedimentary Basin: Towards an Alternative Source of Magnesium","vhkqw","EarthArXiv"
"2019-05-23 19:59:10.647799+00","Korelasi Kompetensi Pedagogik Guru dengan Prestasi Belajar Mata Pelajaran IPS dI SMP Muhammadiyah Pamijahan Kabupaten Bogor","7j3pr","INA-Rxiv"
"2019-05-23 20:49:52.451065+00","Modeling Relationships Between Space, Movement, and Lithic Geometric Attributes","k85q9","SocArXiv"
"2019-05-23 20:54:44.809404+00","Towards A Queer Futurity of Data","3kfs5","SocArXiv"
"2019-05-23 21:03:34.921594+00","Messinstrumente und Sinnkonstruktionen: Methoden als Antreiber und Taktgeber der Kommunikationswissenschaft","9emrz","SocArXiv"
"2019-05-23 21:21:18.420463+00","How and Why Interviews Work: Ethnographic Interviews and Meso-level Public Culture","87n34","SocArXiv"
"2019-05-24 01:24:51.619587+00","On an elementary proof of Euler’s product expansion for the sine","4afqj","Open Science Framework"
"2019-05-23 13:05:41.408084+00","Adsorption of Cu(II), Ni(II) and Zn(II) ions by nano kaolinite: Thermodynamics and kinetics studies","7udp2","Arabixiv"
"2019-05-01 11:39:42.488588+00","Strengthening the practice and profession of statistics and data science using ethical guidelines","93wuk","SocArXiv"
"2019-05-27 13:45:58.208796+00","IMPLEMENTASI BINERISASI CITRA MENGGUNAKAN TEKNIK THRESHOLD PADA PENGOLAHAN CITRA DIGITAL TUMBUHAN BERACUN DI INDONESIA","4rwgh","Open Science Framework"
"2019-05-21 17:00:10.829755+00","Biracial Stereotypes Explored","9vzhf","PsyArXiv"
"2019-05-25 19:46:35.284332+00","Why still marry? The role of feelings in the persistence of marriage as an institution","xm3p4","SocArXiv"
"2019-05-25 16:34:35.968036+00","KELOMPOK 6","c8f3b","Open Science Framework"
"2019-05-26 02:35:22.305985+00","Pan, Lovelett, Phun, and Rickard (2019) Systematic and random interleaving for foreign language learning (preprint)","2rph5","PsyArXiv"
"2019-05-25 23:26:57.654944+00","Do Moral Judgements Motivate Free Will Belief?","8wu4g","PsyArXiv"
"2019-05-27 12:51:31.672548+00","Null hypothesis significance testing in hypothetico-deductive IS research: a call to reconsider our practices [Revised paper submission to a second AIS Senior Scholar Basket of 8 Journal, under 2nd round review]","5qr7v","SocArXiv"
"2019-05-28 13:55:53.043244+00","ManyClasses 1: Assessing the generalizable effect of immediate versus delayed feedback across many college classes","4mvyh","PsyArXiv"
"2019-05-22 22:16:46.766807+00","About face: Seeing the talker improves spoken word recognition but increases cognitive effort","m7b8q","PsyArXiv"
"2019-05-27 06:33:36.640143+00","PENERAPAN COACHING UNTUK MENINGKATKAN KOMPETENSI KEPALA SEKOLAH DALAM SUPERVISI AKADEMIK","ayvjm","INA-Rxiv"
"2019-05-27 12:49:20.299173+00","Two worlds collide? Mapping the third space of ICT integration in early childhood education","tf4rk","SocArXiv"
"2019-05-27 13:58:04.104306+00","KELOMPOK 8","ybq2a","INA-Rxiv"
"2019-05-27 14:07:44.939761+00","Applying Crossref and Unpaywall information to identify gold, hidden gold, hybrid and delayed Open Access publications in the KB publication corpus","sdzft","SocArXiv"
"2019-05-27 14:02:33.751518+00","Manuscript Family Connectedness and Self-Control","yxjdp","PsyArXiv"
"2019-05-27 13:40:31.613342+00","A practical introduction to the bootstrap: a versatile method to make inferences by using data-driven simulations","h8ft7","PsyArXiv"
"2019-05-06 16:01:45.322431+00","Identification and Characterization of a Buried Volcanic Field Using Seismic Reflection and Borehole Data","e64fh","EarthArXiv"
"2019-05-27 14:20:11.317693+00","kelompok 2","t3ykg","INA-Rxiv"
"2019-05-27 13:23:54.178323+00","The Message Shapes Phonology","sbyqk","PsyArXiv"
"2019-05-27 06:40:47.297902+00","Confrontar la muerte, impacto en la dimensión transpersonal y actitudes para la paz positiva.","b4twd","PsyArXiv"
"2019-05-27 14:57:07.690915+00","KELOMPOK 2","wfxm5","INA-Rxiv"
"2019-05-27 15:38:11.808256+00","3D-printed electrodes with improved mass transport properties","uv7c2","engrXiv"
"2019-05-27 16:08:28.820329+00","Kajian Industri Pulp dan Kertas di Indonesia","dctny","INA-Rxiv"
"2019-05-28 01:41:34.538973+00","Tradisi Budaya Kampung Adat Sebagai Destinasi Wisata  Di Kota Ngada Flores","zudhn","Open Science Framework"
"2019-05-28 12:43:08.978656+00","CO2-saturated Salinity Environment Effects on Ni-Mo Alloys at Gas Hydrate Formation Temperatures","8whzy","ECSarXiv"
"2019-05-28 14:00:51.740495+00","Memory suppression and its deficiency in psychological disorders: A focused meta-analysis","5wynm","PsyArXiv"
"2019-05-27 13:39:05.25301+00","hubungan tingkat stres, pola makan, dan pendapatan dengan terjadinya penyakit anemia pada remaja putri","t7nu2","INA-Rxiv"
"2019-05-24 22:57:54.229132+00","Powerful Moderator Variables in Behavioral Science?   Don’t Bet on Them (Version 3)","c65wm","PsyArXiv"
"2019-05-07 10:47:12.85678+00","‘Farms like Mine’: A Big Data Method in Peer Matching for Agricultural Benchmarking","7a3bd","AgriXiv"
"2019-05-07 10:08:37.61023+00","Phonology of Igbo Compound Place Names","zpe4u","AfricArXiv"
"2019-05-06 14:22:24.7753+00","Blue Spring: A Brief Journey Of Park Bom","zj2mv","MediArXiv"
"2019-05-06 14:05:20.392018+00","LAB-ON-A-DISH RAPID PROTOTYPING AND MICROSCOPIC INVESTIGATIONS OF LAB-ON-A-DISH GEOMETRIES (INCLUDING DYE DIFFUSION STUDIES)","2aub6","engrXiv"
"2019-05-06 14:03:31.127787+00","Using thermal transients at the outlet of electrical water heaters to recognise consumption patterns for heating schedule optimisation","6cjzf","engrXiv"
"2019-05-06 13:20:28.392508+00","Masalah Pendidikan dan Pemecahan Masalah Pendidikan","849pe","Open Science Framework"
"2019-05-06 16:55:53.876441+00","Judicial Recall and Retention in the #MeToo Era","qd5z6","LawArXiv"
"2019-05-07 04:52:54.359135+00","PEMAKSIMALAN TEKNOLOGI INFORMASI UNTUK MENINGKATKAN KUALITAS PENDIDIKAN MELALUI SUPERVISI PENDIDIKAN","q835z","INA-Rxiv"
"2019-05-07 03:56:41.204838+00","PERAN SUPERVISI PENDIDIKAN DALAM MENINGKATKAN MUTU PENDIDIKAN DI INDONESIA","hnz4p","INA-Rxiv"
"2019-05-07 03:46:40.249125+00","SUPERVISI PENDIDIKAN DALAM UPAYA PENINGKATAN PROFESIONALITAS  GURU MENDIDIK PESERTA DIDIK DALAM PEMBELAJARAN","5m98z","Open Science Framework"
"2019-05-07 03:34:01.654065+00","PERAN SUPERVISI PENDIDIKAN DALAM MENINGKATKAN MUTU PENDIDIKAN DI INDONESIA","zhjgc","INA-Rxiv"
"2019-05-07 01:50:38.749714+00","DISCOURSE OF GOVERNOR ELECTION IN LOCAL MEDIA","9h47g","Open Science Framework"
"2019-05-07 01:49:15.539998+00","KESELARASAN PENGENDALIAN PEMANFAATAN RUANG FORMAL DAN TRADISIONAL DI WILAYAH DESA ADAT (STUDI KASUS: TIGA DESA ADAT DI KABUPATEN BANGLI, PROVINSI BALI)","myrgf","INA-Rxiv"
"2019-05-07 01:30:57.588865+00","ARAHAN PENGENDALIAN PEMBANGUNAN KAWASAN CAGAR BUDAYA CANDI TEBING GUNUNG KAWI TAMPAKSIRING KABUPATEN GIANYAR","8xv4n","INA-Rxiv"
"2019-05-06 23:50:12.857444+00","Gragnostics: Fast, Interpretable Features for Comparing Graphs","hrmq3","Open Science Framework"
"2019-05-06 23:41:25.858328+00","Evangelism, Social Media, and the Mum Effect","n3pg5","Open Science Framework"
"2019-05-06 13:10:25.65642+00","Does overloading cognitive resources mimic the impact of anxiety on cognition?","tc3wj","PsyArXiv"
"2019-05-06 14:03:44.206491+00","Approach and Avoidance Patterns in Reward Learning Across Domains:  Validation of the Social Iowa Gambling Task","tnzfk","PsyArXiv"
"2019-05-06 16:29:03.297657+00","Is the global prevalence rate of adult mental illness increasing over time? Systematic review and meta-analysis of repeated cross-sectional population surveys","5a7ye","PsyArXiv"
"2019-05-06 19:47:13.542886+00","Globalization and the Rise and Fall of Cognitive Control","c6q2j","PsyArXiv"
"2019-05-06 20:41:31.742268+00","Estonian case inflection made simple. A case study in Word and Paradigm morphology with Linear Discriminative Learning.","hdftz","PsyArXiv"
"2019-05-06 21:44:15.854499+00","How information about what is “healthy” versus “unhealthy” impacts children’s consumption of otherwise identical foods","5ve7p","PsyArXiv"
"2019-05-06 22:21:44.56305+00","LabScrum: A Case Study For Agility in Academic Research Labs","zg4ub","PsyArXiv"
"2019-05-07 10:44:41.1649+00","Bibliotecas para a promoção de autonomia em negócios, inovação e tecnologia","wqmcx","Open Science Framework"
"2019-05-06 21:36:07.684919+00","Pandangan Dunia Pengarang Terhadap Masyarakat Kota Pasuruan Dalam Novel Membeli Cahaya Bulan Karya Kaji  Karno","gcuaz","Open Science Framework"
"2019-05-06 21:35:58.309319+00","How information about what is ""healthy"" versus ""unhealthy"" impacts children's consumption of otherwise identical foods","wr7ex","Open Science Framework"
"2019-05-21 11:13:38.48815+00","Evidence for subjective emotional numbing following induced acute dissociation","mzb9r","PsyArXiv"
"2019-05-06 15:29:21.12354+00","Sphere Real Money or Electronic Surrogate","sh5mc","Open Science Framework"
"2019-05-06 15:21:31.14189+00","Sphere","fg8r2","Open Science Framework"
"2019-05-06 14:39:53.983184+00","Exploring Ways of Measuring Childhood Adversity: A Comparison of Presence vs. Absence, Severity and Frequency Indicators","zf8r9","Open Science Framework"
"2019-05-06 14:22:52.545019+00","Skill-makers in the platform economy: Transacting digital labour","z4wun","MediArXiv"
"2019-05-07 11:04:49.582651+00","Competências dos Profissionais da Informação relacionadas à inovação a partir da produção científica","52pyf","Open Science Framework"
"2019-05-06 16:03:08.340274+00","Remnants of Information Privacy in the Modern Surveillance State","acrkq","LawArXiv"
"2019-05-06 16:01:29.076826+00","Characterization of a Middle Miocene Monogenetic Volcanic Field Buried in the Canterbury Basin, New Zealand – Part II","3yrcu","EarthArXiv"
"2019-05-06 15:59:41.973813+00","Pre-existing intra-basement shear zones influence growth and geometry of non-colinear normal faults, western Utsira High–Heimdal Terrace, North Sea","qpn2j","EarthArXiv"
"2019-05-07 11:15:45.129116+00","Blockchain para a proteção intelectual em ecossistemas de startups","8wk37","Open Science Framework"
"2019-05-07 07:29:05.522755+00","PELAYANAN ADMINISTRASI UMUM DI MAHKAMAH KONSTITUSI","6n9cw","Open Science Framework"
"2019-05-07 12:02:59.30675+00","Memória socioeconômica do Ecossistema de Startups de Florianópolis","qz7we","Open Science Framework"
"2019-05-07 08:08:21.848666+00","Ki Hajar Dewantara Seorang Praktisi Pendidikan di Indonesia","4hbfq","Open Science Framework"
"2019-05-07 08:15:38.319724+00","Abur","y39k7","INA-Rxiv"
"2019-05-07 08:39:43.778573+00","Abur","epraq","INA-Rxiv"
"2019-05-07 09:14:27.546605+00","Perkembangan Teori Bahasa dan Budaya","b6uts","Open Science Framework"
"2019-05-07 09:25:47.20032+00","Kritik Sosial dalam Naskah Drama “Demonstran” (Analisis Isi)","wx7td","Open Science Framework"
"2019-05-07 10:04:45.170958+00","Globalization and Awka Personal Names: An Anthropolinguistic Study","pqaev","AfricArXiv"
"2019-05-07 12:19:34.0897+00","The Concept of Self in Mindfulness-Based Cognitive Therapy and Morita Therapy - The Similarities &amp; Differences in the Therapeutic Mechanisms, Philosophies, and Methods","v7bu9","MindRxiv"
"2019-05-07 12:54:51.402891+00","Do we know what we are doing?","dzj5n","SocArXiv"
"2019-05-07 12:55:24.664981+00","Inclusive STEM Education: Theoretical Framework for Examining the Experienes of Women Students of Color in STEM Education","tj4yk","SocArXiv"
"2019-05-07 13:33:46.840729+00","JENIS JENIS PUPUK DAN INDUSTRI PUPUK YANG BERADA DI INDONESIA","2edx7","INA-Rxiv"
"2019-05-07 09:19:15.156999+00","The Reliability and Validity of Chinese Version of Free Will and Determinism Plus Scale","e53fk","PsyArXiv"
"2019-05-07 06:11:22.733859+00","Enhanced methamphetamine-induced conditioned place preference in risk-taking rats","hgryw","PsyArXiv"
"2019-05-07 14:36:34.687036+00","A chronometric model of the relationship between frontal midline theta functional connectivity and human intelligence","5yru4","PsyArXiv"
"2019-05-07 16:14:04.304079+00","How to Choose Our Study?","dka5p","Open Science Framework"
"2019-05-07 15:05:38.625893+00","APLIKASI E-COMMERCE PENJUALAN KERAMIK","wn8s7","Open Science Framework"
"2019-05-07 05:06:10.295646+00","Rock mass strength as link between geology and topography in the Can-abag mountain range, Southern Leyte, Philippines","5j9a3","Thesis Commons"
"2019-05-06 14:06:13.131187+00","Coefficient of Linear Thermal Expansion (CLTE) dataset of extruded composites from recycled wind turbine blade material","evd92","engrXiv"
"2019-05-07 15:12:08.743845+00","PERANCANGAN APLIKASI PENJUALAN DAN PEMBELIAN","8ex4r","Open Science Framework"
"2019-05-07 16:00:49.374436+00","A Glance of Elementary Mathematics’s Portrayal","w8rd9","INA-Rxiv"
"2019-05-07 16:08:49.185019+00","Upaya Meningatkan Motivasi Belajar Matematika menggunakan Topik Astronomi dan Fiqih","kjgde","INA-Rxiv"
"2019-05-07 16:17:13.157665+00","Meningkatkan Sumber Daya Guru Untuk Menjamin Mutu Pendidikan Melalui Supervisi Pendidikan","kdtmc","INA-Rxiv"
"2019-05-07 16:22:49.539704+00","Perancangan Aplikasi Berbasis Web Untuk Penjualan Pakaian","fm8j7","Open Science Framework"
"2019-05-07 16:37:06.100336+00","Analisis Penerapan Sistem Informasi Perpustakaan","s4xtc","Open Science Framework"
"2019-05-06 15:52:04.411614+00","Distorted Olivine Crystals: An unexploited record of magma storage at Kīlauea Volcano, Hawaiʻi","ks78e","EarthArXiv"
"2019-05-07 16:43:57.743739+00","DESIGN AND OPERATIONS MANUAL PRESSURIZED IRRIGATION SYSTEMS VOLUME II","9c4w7","Open Science Framework"
"2019-05-07 16:37:03.213211+00","DESIGN AND OPERATIONS MANUAL PRESSURIZED IRRIGATION SYSTEMS VOLUME I","3cp7b","Open Science Framework"
"2019-05-21 16:15:53.642564+00","Error-Monitoring is Modulated by School Pedagogy","7nbqz","Open Science Framework"
"2019-05-23 20:51:14.40916+00","Combining Geographic Information Systems and Agent-Based Models in Archaeology: Part 2 of 3","fphcw","SocArXiv"
"2019-05-23 21:10:03.830002+00","The Women's Movement and Indonesia's Transition to Democracy","cfyva","SocArXiv"
"2019-05-23 13:08:19.968567+00","Novel styryl and aza-styryl cyanine dyes: Synthesis and spectral sensitization evaluation","kxbwe","Arabixiv"
